Keyword,Country code,Location,Language,Entities,SERP features,Volume,KD,CPC,Organic traffic,Paid traffic,Current position,Current URL,Current URL inside,Updated,Navigational,Informational,Commercial,Transactional,Branded,Local
juntar dientes separados precio,ES,Spain,Spanish,,"People also ask, Sitelinks, Thumbnail, Bottom ads, Paid sitelinks",10,0,0.40,1,0,3,https://www.vitaldent.com/blog/cuanto-cuesta-una-ortodoncia/,,2025-12-25 10:04:54,false,true,true,false,false,false
clinica dental tres cantos,ES,Spain,Spanish,Tres Cantos (Location),"Local pack, Thumbnail",150,8,0.96,1,0,20,https://clinicas.vitaldent.com/madrid/clinica-dental-vitaldent-tres-cantos-366,,2026-02-23 01:17:05,false,true,false,false,false,true
producir mucha saliva,ES,Spain,Spanish,,"Featured snippet, People also ask, Sitelinks",30,0,,1,0,11,https://www.vitaldent.com/blog/por-que-salivas-de-forma-excesiva-y-que-tratamiento-hay/,,2025-12-15 19:46:28,false,true,false,false,false,false
dientes con agujeros,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask, Sitelinks",30,0,,1,0,1,https://www.vitaldent.com/blog/troneras-dentales-que-son-causas-y-como-se-cierran/,AI Overview,2025-12-28 20:33:55,false,true,false,false,false,false
mal sabor boca tras extracción muela,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask",30,0,,1,0,12,https://www.vitaldent.com/blog/sabor-metalico-en-la-boca/,,2025-12-30 13:39:28,false,true,false,false,false,false
remedios para reventar abscesos,ES,Spain,Spanish,,"AI Overview, Thumbnail, Sitelinks, People also ask",30,0,,1,0,12,https://www.vitaldent.com/blog/sabes-como-bajar-un-flemon/,,2025-12-31 23:56:50,false,true,false,false,false,false
endodoncia multirradicular precio españa,ES,Spain,Spanish,Spain (Location),"AI Overview, Thumbnail, People also ask, Sitelinks",30,0,0.29,1,0,12,https://www.vitaldent.com/blog/que-es-una-endodoncia-multirradicular/,,2026-01-01 10:39:33,false,true,false,false,false,true
dentista tudela,ES,Spain,Spanish,Tudela (Location),"Local pack, Thumbnail, People also ask",250,13,0.94,1,0,18,https://clinicas.vitaldent.com/navarra/clinica-dental-vitaldent-tudela-210,,2026-02-19 00:32:31,false,true,false,false,false,true
dentista calle toledo ciudad real,ES,Spain,Spanish,"Calle Toledo (Location), Ciudad Real (Location)","Local pack, People also ask",20,5,,1,0,11,https://clinicas.vitaldent.com/ciudad-real/clinica-dental-vitaldent-ciudad-real-52/,,2026-03-11 11:11:53,false,true,false,false,false,true
que es fluor dental,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask",20,0,0.23,1,0,10,https://www.vitaldent.com/blog/que-es-el-fluor/,,2026-01-01 01:00:34,false,true,false,false,false,false
colores de los brackets,ES,Spain,Spanish,,"People also ask, AI Overview, Thumbnail, Sitelinks",20,0,,1,0,10,https://www.vitaldent.com/blog/brackets-de-colores-la-ortodoncia-divertida/,,2025-12-18 18:28:27,false,true,false,false,false,false
tejidos del diente,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask",50,0,,1,0,11,https://www.vitaldent.com/blog/composicion-de-los-dientes/,,2025-12-30 05:05:12,false,true,false,false,false,false
extraccion muela precio,ES,Spain,Spanish,,"Sitelinks, People also ask",30,0,0.62,1,0,10,https://www.vitaldent.com/es/precios-de-tratamientos-dentales/,,2025-12-26 07:35:27,false,true,true,false,false,false
mordida cruzada lateral,ES,Spain,Spanish,,"People also ask, Thumbnail",40,0,,1,0,10,https://www.vitaldent.com/blog/mordida-cruzada/,,2026-01-04 10:29:34,false,true,false,false,false,false
clinica dental santa maria de la cabeza,ES,Spain,Spanish,Santa María de la Cabeza (Location),"Local pack, Sitelinks, People also ask",50,0,0.51,1,0,12,https://clinicas.vitaldent.com/madrid/clinica-dental-vitaldent-arganzuela-21,,2026-02-25 23:21:28,false,true,false,false,false,true
tipos de traumatismos dentales,ES,Spain,Spanish,,People also ask,10,0,,1,0,7,https://www.vitaldent.com/blog/que-hacer-ante-un-traumatismo-dental/,,2025-12-19 18:47:58,false,true,false,false,false,false
sacar una muela rota,ES,Spain,Spanish,,"Sitelinks, People also ask, Thumbnail, Local pack",10,0,0.50,1,0,7,https://www.vitaldent.com/blog/muela-rota-que-hacer-tipos-de-fracturas-y-soluciones/,,2026-01-02 08:40:02,false,true,false,false,false,false
matar el nervio de la muela,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask, Sitelinks",10,0,,1,0,8,https://www.vitaldent.com/blog/dolor-nervio-de-muela/,,2025-12-26 18:33:02,false,true,false,false,false,false
enfermedades de las encías piorrea,ES,Spain,Spanish,,"AI Overview, Thumbnail, Sitelinks, People also ask, Bottom ads",10,0,0.17,1,0,8,https://www.vitaldent.com/blog/que-es-la-piorrea-causas-sintomas-y-soluciones-2/,,2025-12-29 12:46:10,false,true,false,false,false,false
cuanto cuesta una limpieza de encias,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask",10,0,,1,0,8,https://www.vitaldent.com/es/limpieza-dental-profesional-avanzada/,,2025-12-24 19:14:54,false,true,false,false,false,false
mal de boca,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask, Sitelinks",10,0,,1,0,8,https://www.vitaldent.com/blog/dolor-de-boca-de-que-depende/,,2025-12-31 23:38:34,false,true,false,false,false,false
retraccion de la encia,ES,Spain,Spanish,,"Thumbnail, People also ask, AI Overview",10,0,0.20,1,0,8,https://www.vitaldent.com/blog/que-causa-la-encia-retraida/,,2025-12-22 20:17:33,false,true,false,false,false,false
se me retraen las encias,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask",10,0,0.18,1,0,8,https://www.vitaldent.com/blog/que-causa-la-encia-retraida/,,2025-12-31 07:12:06,false,true,false,false,false,false
como se eliminan las caries,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask, Sitelinks",10,0,,1,0,8,https://www.vitaldent.com/es/caries-dentales/,,2025-12-30 02:47:43,false,true,false,false,false,false
aparato dental para abrir el paladar,ES,Spain,Spanish,,"People also ask, Thumbnail, Sitelinks",10,0,0.38,1,0,7,https://www.vitaldent.com/blog/para-que-sirve-un-disyuntor-de-paladar/,,2026-01-07 08:57:56,false,true,false,false,false,false
dolor de atm,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask",10,6,,1,0,8,https://www.vitaldent.com/blog/como-combatir-las-consecuencias-del-estres-en-tu-mandibula/,,2025-12-19 01:10:05,false,true,false,false,false,false
sueño de caida de dientes,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask",10,0,,1,0,8,https://www.vitaldent.com/blog/sonar-con-dientes-caidos-que-significa/,,2025-12-26 15:06:36,false,true,false,false,false,false
como sacar una muela rota,ES,Spain,Spanish,,"Sitelinks, People also ask, Thumbnail",10,0,,1,0,7,https://www.vitaldent.com/blog/muela-rota-que-hacer-tipos-de-fracturas-y-soluciones/,,2025-12-28 12:49:55,false,true,false,false,false,false
clinica dental valles mollet,ES,Spain,Spanish,Mollet del Vallès (Location),"Sitelinks, Knowledge panel",10,0,1.00,1,0,7,https://clinicas.vitaldent.com/barcelona/clinica-dental-vitaldent-mollet-del-valles-251/,,2026-03-06 04:30:53,false,true,false,false,false,true
alargar dientes,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask",10,0,1.42,1,0,8,https://www.vitaldent.com/blog/que-es-alargamiento-coronario/,,2026-01-02 08:30:03,false,true,false,false,false,false
inflamacion frenillo,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask",10,0,,1,0,1,https://www.vitaldent.com/blog/frenillo-labial-que-problemas-ocasiona/,AI Overview,2025-12-27 16:13:12,false,true,false,false,false,false
implantes y coronas,ES,Spain,Spanish,,"AI Overview, Thumbnail, Video preview, People also ask",10,0,,1,0,8,https://www.vitaldent.com/blog/como-se-coloca-la-corona-en-un-implante-dental/,,2026-03-11 15:33:46,false,true,false,false,false,false
que pasa si te sale la muela del juicio,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask, Sitelinks",10,0,,1,0,8,https://www.vitaldent.com/blog/dolor-muela-del-juicio-tratamiento/,,2025-12-30 18:54:37,false,true,false,false,false,false
manchas esmalte dientes,ES,Spain,Spanish,,"People also ask, Thumbnail, Sitelinks",10,0,,1,0,7,https://www.vitaldent.com/blog/manchas-blancas-dientes-causas-soluciones/,,2025-12-31 17:29:55,false,true,false,false,false,false
limpieza dental niños precio,ES,Spain,Spanish,,"Featured snippet, People also ask, Sitelinks",10,0,,1,0,7,https://www.vitaldent.com/es/limpieza-dental-profesional-avanzada/,,2025-12-19 08:10:35,false,true,true,false,false,false
muela de leche rota por caries,ES,Spain,Spanish,,People also ask,10,0,,1,0,7,https://www.vitaldent.com/blog/diente-roto-existe-solucion/,,2026-01-05 08:36:04,false,true,false,false,false,false
herida en la encía blanca,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask, Sitelinks",10,0,,1,0,8,https://www.vitaldent.com/blog/bulto-en-la-encia-que-es-y-como-tratarlo/,,2025-12-18 15:58:18,false,true,false,false,false,false
limpieza profunda de dientes,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask",10,0,0.41,1,0,8,https://www.vitaldent.com/es/limpieza-dental-profesional-avanzada/,,2026-01-01 01:08:30,false,true,false,false,false,false
mal sabor de boca y diarrea,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask, Sitelinks",10,5,,1,0,8,https://www.vitaldent.com/blog/sabor-metalico-en-la-boca/,,2025-12-24 17:31:54,false,true,false,false,false,false
agujero en las encias,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask, Sitelinks",10,0,,1,0,8,https://www.vitaldent.com/blog/troneras-dentales-que-son-causas-y-como-se-cierran/,,2025-12-30 17:26:54,false,true,false,false,false,false
la cirugía ortognática,ES,Spain,Spanish,,"AI Overview, Video preview, Thumbnail, People also ask",10,0,0.37,1,0,8,https://www.vitaldent.com/blog/que-es-la-cirugia-ortognatica/,,2026-03-12 21:33:17,false,true,false,false,false,false
clinicas dentales lorca,ES,Spain,Spanish,Lorca (Location),"Local pack, People also ask",10,9,0.54,1,0,9,https://clinicas.vitaldent.com/murcia/clinica-dental-vitaldent-lorca-juan-carlos-i-114/,,2026-03-08 21:43:28,false,true,false,false,false,true
como debe ser la mordida,ES,Spain,Spanish,,"People also ask, Thumbnail, Sitelinks",10,0,,1,0,7,https://www.vitaldent.com/blog/la-mordida-perfecta/,,2025-12-28 22:11:32,false,true,false,false,false,false
carilla de composite inyectado,ES,Spain,Spanish,,"Thumbnail, Sitelinks, People also ask",10,0,,1,0,7,https://www.vitaldent.com/blog/carillas-composite-que-son/,,2025-12-27 01:48:20,false,true,false,false,false,false
hueso en la encia,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask",10,0,,1,0,8,https://www.vitaldent.com/blog/que-es-el-injerto-de-hueso-dental-y-cuando-se-realiza/,,2026-01-03 13:39:19,false,true,false,false,false,false
implante de muela duele,ES,Spain,Spanish,,"AI Overview, Thumbnail, Sitelinks, People also ask",20,0,,1,0,9,https://www.vitaldent.com/blog/poner-implantes-dentales-duele/,,2025-12-27 18:23:18,false,true,false,false,false,false
ultrasonido dentista,ES,Spain,Spanish,,"People also ask, Sitelinks",40,0,,1,0,11,https://www.vitaldent.com/blog/limpieza-dental-con-ultrasonido-como-realiza/,,2025-12-28 06:52:24,false,true,false,false,false,false
clinica dental velez malaga,ES,Spain,Spanish,Vélez-Málaga (Location),"Local pack, Thumbnail, Video preview",200,9,0.61,1,0,19,https://clinicas.vitaldent.com/malaga/clinica-dental-vitaldent-velez-malaga-245/,,2026-03-07 06:13:01,false,true,false,false,false,true
caries en niños de 2 a 5 años,ES,Spain,Spanish,,"AI Overview, Thumbnail, Video preview, Sitelinks, People also ask",150,0,,1,0,20,https://www.vitaldent.com/blog/descubre-los-mejores-remedios-caseros-para-el-dolor-de-muelas/,,2026-02-03 17:58:36,false,true,false,false,false,false
cuanto cuesta sacar una muela,ES,Spain,Spanish,,"AI Overview, Thumbnail, Sitelinks, People also ask",350,0,0.67,1,0,24,https://www.vitaldent.com/blog/extraccion-muelas-del-juicio/,,2026-03-04 02:00:52,false,true,false,false,false,false
infección nervio dental síntomas,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask",20,0,,1,0,10,https://www.vitaldent.com/blog/dolor-nervio-de-muela/,,2025-12-25 19:09:32,false,true,false,false,false,false
síntomas de rechazo de tornillos quirúrgicos,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask, Video preview",20,0,,1,0,10,https://www.vitaldent.com/blog/cuales-son-los-sintomas-de-rechazo-de-implantes-dentales/,,2026-01-01 22:42:55,false,true,false,false,false,false
disyuntores ortodoncia,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask, Sitelinks",40,0,,1,0,10,https://www.vitaldent.com/blog/para-que-sirve-un-disyuntor-de-paladar/,,2026-01-02 15:31:47,false,true,false,false,false,false
dentistas en blanes,ES,Spain,Spanish,Blanes (Location),"Local pack, People also ask, Thumbnail",30,3,0.59,1,0,11,https://clinicas.vitaldent.com/girona/clinica-dental-vitaldent-blanes-35,,2026-02-22 02:02:34,false,true,false,false,false,true
implantes toda la boca,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask",20,0,0.27,1,0,10,https://www.vitaldent.com/es/implantes-de-carga-inmediata/,,2025-12-16 21:54:16,false,true,true,false,false,false
composites inyectados,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask, Sitelinks",20,0,,1,0,10,https://www.vitaldent.com/blog/carillas-composite-que-son/,,2025-12-26 02:47:02,false,true,false,false,false,false
dolor musculo temporal,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask",20,0,,1,0,10,https://www.vitaldent.com/blog/como-combatir-las-consecuencias-del-estres-en-tu-mandibula/,,2025-12-20 17:59:48,false,true,false,false,false,false
dolor de implante dental,ES,Spain,Spanish,,"AI Overview, Thumbnail, Sitelinks, People also ask",20,0,0.20,1,0,10,https://www.vitaldent.com/blog/poner-implantes-dentales-duele/,,2026-01-07 23:40:17,false,true,false,false,false,false
q es el sarro,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask",20,1,0.17,1,0,10,https://www.vitaldent.com/blog/que-es-el-sarro-y-como-prevenir-su-aparicion-en-nuestros-dientes/,,2026-01-08 01:12:02,false,true,false,false,false,false
qué son las muelas del juicio,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask",20,0,,1,0,10,https://www.vitaldent.com/blog/dolor-muela-del-juicio-tratamiento/,,2026-01-05 01:11:38,false,true,false,false,false,false
tratamiento bucodental,ES,Spain,Spanish,,"People also ask, Sitelinks",20,3,0.32,1,0,9,https://www.vitaldent.com/es/tratamientos-dentales-odontologicos/,,2026-01-02 11:34:08,false,true,false,false,false,false
boca pegajosa,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask, Sitelinks",20,0,,1,0,10,https://www.vitaldent.com/blog/sequedad-bucal-sintomas-soluciones/,,2026-01-02 18:23:03,false,true,false,false,false,false
punto marron en el diente,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask",20,0,,1,0,10,https://www.vitaldent.com/blog/manchas-en-los-dientes-por-que-aparecen-que-tipos-existen/,,2026-01-07 23:05:00,false,true,false,false,false,false
grano con pus en la encia,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask",20,0,,1,0,1,https://www.vitaldent.com/blog/bulto-en-la-encia-que-es-y-como-tratarlo/,AI Overview,2025-12-30 13:37:28,false,true,false,false,false,false
dolor de mandíbula derecha,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask, Sitelinks",20,0,,1,0,10,https://www.vitaldent.com/blog/como-combatir-las-consecuencias-del-estres-en-tu-mandibula/,,2026-01-06 18:50:19,false,true,false,false,false,false
maxifacial,ES,Spain,Spanish,,"People also ask, Local pack",20,0,0.33,1,0,10,https://www.vitaldent.com/blog/que-es-una-cirugia-maxilofacial/,,2025-12-24 14:10:02,false,true,false,false,false,false
periodontitis avanzada tratamiento,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask, Sitelinks",20,0,0.19,1,0,10,https://www.vitaldent.com/blog/que-es-la-periodontitis-y-como-se-trata/,,2025-12-27 00:46:30,false,true,false,false,false,false
precio arreglar boca entera,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask, Sitelinks",20,0,0.37,1,0,10,https://www.vitaldent.com/blog/precios-implantes-dentales/,,2026-01-04 07:41:49,false,true,true,false,false,false
centro dental puente genil,ES,Spain,Spanish,Puente Genil (Location),"Thumbnail, People also ask",20,2,,1,0,9,https://clinicas.vitaldent.com/cordoba/clinica-dental-vitaldent-puente-genil-155/,,2026-03-06 09:04:05,false,true,false,false,false,true
inflamacion seno maxilar,ES,Spain,Spanish,,"AI Overview, Thumbnail, Sitelinks, People also ask",20,0,,1,0,10,https://www.vitaldent.com/blog/en-que-consiste-la-sinusitis-maxilar/,,2025-12-31 09:07:34,false,true,false,false,false,false
dolor debajo de la mandíbula,ES,Spain,Spanish,,"AI Overview, Thumbnail, Sitelinks, People also ask",20,0,,1,0,10,https://www.vitaldent.com/blog/como-combatir-las-consecuencias-del-estres-en-tu-mandibula/,,2026-01-04 04:43:04,false,true,false,false,false,false
fistulas en las encias,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask, Sitelinks",20,0,0.52,1,0,9,https://www.vitaldent.com/blog/fistula-dental-que-es-causas-y-tratamiento/,,2026-01-04 06:17:34,false,true,false,false,false,false
boca seca y pastosa ansiedad,ES,Spain,Spanish,,"AI Overview, Thumbnail, Sitelinks, People also ask",20,0,,1,0,9,https://www.vitaldent.com/blog/sequedad-bucal-sintomas-soluciones/,,2026-01-06 10:17:03,false,true,false,false,false,false
invisalign financiacion,ES,Spain,Spanish,Invisalign (Product),"Sitelinks, People also ask",20,0,0.70,1,0,8,https://www.vitaldent.com/es/ortodoncia-invisible/,,2025-12-27 10:02:28,false,true,true,false,true,false
como eliminar una boquera,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask, Sitelinks",20,0,,1,0,9,https://www.vitaldent.com/blog/por-que-salen-las-boqueras/,,2026-01-06 23:22:28,false,true,false,false,false,false
clinicas dentales tudela,ES,Spain,Spanish,Tudela (Location),"Local pack, Thumbnail, People also ask",20,11,0.36,1,0,10,https://clinicas.vitaldent.com/navarra/clinica-dental-vitaldent-tudela-210,,2026-02-22 09:05:04,false,true,false,false,false,true
operación bruxismo precio,ES,Spain,Spanish,,People also ask,20,0,0.25,1,0,8,https://www.vitaldent.com/es/precios-de-tratamientos-dentales/,,2025-12-21 12:39:40,false,true,true,false,false,false
para que sirve una limpieza dental,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask, Sitelinks",20,0,,1,0,9,https://www.vitaldent.com/es/limpieza-dental-profesional-avanzada/,,2025-12-27 04:31:28,false,true,false,false,false,false
tipos de blanqueamientos dentales,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask",20,1,0.36,1,0,1,https://www.vitaldent.com/es/blanqueamiento-dental/,AI Overview,2026-01-06 19:55:35,false,true,false,false,false,false
enjuague dolor de muelas,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask",20,0,,1,0,1,https://www.vitaldent.com/blog/descubre-los-mejores-remedios-caseros-para-el-dolor-de-muelas/,AI Overview,2026-01-07 00:01:03,false,true,false,false,false,false
dolor de cabeza por mandibula,ES,Spain,Spanish,,"Thumbnail, People also ask",20,0,,1,0,8,https://www.vitaldent.com/blog/dolor-de-cabeza-dolor-cervicales-bruxismo/,,2026-01-04 05:57:50,false,true,false,false,false,false
caries dentro del diente,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask",20,0,,1,0,9,https://www.vitaldent.com/es/caries-dentales/,,2026-01-02 09:02:57,false,true,false,false,false,false
precio brackets murcia,ES,Spain,Spanish,Murcia (Location),"Featured snippet, People also ask, Shopping, Thumbnail",20,0,0.53,1,0,8,https://www.vitaldent.com/es/precios-de-tratamientos-dentales/,,2025-12-25 22:22:38,false,true,true,false,false,true
cuanto tarda en hacer una dentadura postiza,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask, Sitelinks",20,0,,1,0,9,https://www.vitaldent.com/blog/cuanto-tarda-poner-implante-dental/,,2026-03-12 02:23:33,false,true,false,false,false,false
dientes parte de abajo,ES,Spain,Spanish,,"People also ask, Thumbnail, Sitelinks",20,0,,1,0,8,https://www.vitaldent.com/blog/nombre-de-los-dientes/,,2025-12-24 19:23:31,false,true,false,false,false,false
dolor bajo mandibula,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask, Sitelinks",20,0,,1,0,9,https://www.vitaldent.com/blog/como-combatir-las-consecuencias-del-estres-en-tu-mandibula/,,2026-01-02 21:18:28,false,true,false,false,false,false
estética dental carillas,ES,Spain,Spanish,,"Sitelinks, Local pack, People also ask",20,0,0.32,1,0,9,https://www.vitaldent.com/es/carillas-dentales/,,2025-12-30 12:16:29,false,true,true,false,false,false
ortopantomografía precio españa,ES,Spain,Spanish,Spain (Location),"AI Overview, Thumbnail, People also ask, Sitelinks",20,0,0.33,1,0,9,https://www.vitaldent.com/es/precios-de-tratamientos-dentales/,,2025-12-16 23:12:07,false,true,false,false,false,true
cicatrización injerto de encía,ES,Spain,Spanish,,"Thumbnail, Sitelinks, People also ask",20,0,,1,0,8,https://www.vitaldent.com/blog/injerto-de-encia-que-es-y-como-se-hace/,,2026-01-03 16:02:02,false,true,false,false,false,false
cuanto cuesta implante dental completo,ES,Spain,Spanish,,"Featured snippet, People also ask, Sitelinks, Shopping, Thumbnail",20,0,0.28,1,0,8,https://www.vitaldent.com/blog/precios-implantes-dentales/,,2025-12-17 03:56:30,false,true,true,false,false,false
agujero en la encía,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask, Sitelinks",20,0,,1,0,9,https://www.vitaldent.com/blog/troneras-dentales-que-son-causas-y-como-se-cierran/,,2025-12-26 13:20:19,false,true,false,false,false,false
extracción e implante mismo día,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask",20,0,0.46,1,0,9,https://www.vitaldent.com/blog/tiempo-extraccion-implante-dental/,,2026-01-06 00:41:49,false,true,false,false,false,false
fundas despues de los brackets,ES,Spain,Spanish,,"AI Overview, Thumbnail, Sitelinks, People also ask",20,0,,1,0,9,https://www.vitaldent.com/blog/essix-dental/,,2026-01-07 14:28:58,false,true,false,false,false,false
muela juicio caries,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask",20,0,,1,0,9,https://www.vitaldent.com/blog/dolor-muela-del-juicio-tratamiento/,,2026-03-12 14:01:42,false,true,false,false,false,false
como saber si es una caries,ES,Spain,Spanish,,"AI Overview, Thumbnail, Sitelinks, People also ask, Bottom ads",20,0,,1,0,1,https://www.vitaldent.com/es/caries-dentales/,AI Overview,2025-12-20 01:31:02,false,true,false,false,false,false
microtornillos dentales,ES,Spain,Spanish,,"People also ask, Thumbnail, Shopping",20,0,,1,0,8,https://www.vitaldent.com/blog/microtornillos-en-ortodoncia-que-son-y-para-que-sirven/,,2026-02-21 03:40:31,false,true,false,false,false,false
prevenir sarro,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask, Sitelinks",20,0,0.16,1,0,9,https://www.vitaldent.com/blog/que-es-el-sarro-y-como-prevenir-su-aparicion-en-nuestros-dientes/,,2026-01-04 03:47:52,false,true,false,false,false,false
dentista luis montoto sevilla,ES,Spain,Spanish,"Luis Montoto (Location), Sevilla (Location)","Local pack, Thumbnail, People also ask",20,6,0.56,1,0,10,https://clinicas.vitaldent.com/sevilla/clinica-dental-vitaldent-sevilla-nervion-190,,2026-02-24 18:46:02,false,true,false,false,false,true
que medicamento es bueno para el dolor de muelas,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask, Sitelinks",20,0,0.12,1,0,9,https://www.vitaldent.com/blog/descubre-los-mejores-remedios-caseros-para-el-dolor-de-muelas/,,2025-12-28 00:00:30,false,true,false,false,false,false
ruido mandibula al masticar,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask, Sitelinks",20,0,,1,0,1,https://www.vitaldent.com/blog/por-que-suena-la-mandibula/,AI Overview,2026-01-03 07:19:50,false,true,false,false,false,false
operacion extraccion muelas del juicio,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask",20,0,,1,0,9,https://www.vitaldent.com/blog/extraccion-muelas-del-juicio/,,2025-12-30 14:31:09,false,true,false,false,false,false
punto blanco duro en la encia,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask, Sitelinks",20,0,,1,0,1,https://www.vitaldent.com/blog/bulto-en-la-encia-que-es-y-como-tratarlo/,AI Overview,2026-01-04 11:47:55,false,true,false,false,false,false
porque se retraen las encías,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask",20,0,0.18,1,0,9,https://www.vitaldent.com/blog/que-causa-la-encia-retraida/,,2026-01-07 01:05:42,false,true,false,false,false,false
gomillas de brackets,ES,Spain,Spanish,,"People also ask, Thumbnail",20,0,,1,0,8,https://www.vitaldent.com/blog/gomas-ortodoncia-para-que-sirven-y-que-tipos-existen/,,2026-02-27 07:05:02,false,true,false,false,false,false
clínica dental basauri,ES,Spain,Spanish,Basauri (Location),"People also ask, Video preview",20,5,,1,0,8,https://clinicas.vitaldent.com/vizcaya/clinica-dental-vitaldent-basauri-centro-292/,,2026-03-11 22:52:04,false,true,false,false,false,true
precio puente dental removible,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask, Sitelinks",30,0,0.34,1,0,11,https://www.vitaldent.com/es/precios-de-tratamientos-dentales/,,2025-12-28 13:49:22,false,true,true,false,false,false
cuanto cuesta una dentadura postiza,ES,Spain,Spanish,,"Thumbnail, Sitelinks, People also ask, Shopping, Video preview",500,0,0.27,1,0,11,https://www.vitaldent.com/blog/precios-implantes-dentales/,,2026-03-07 18:29:30,false,true,true,false,false,false
curetaje dental duele,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask, Sitelinks, Video preview",600,0,0.04,1,0,14,https://www.vitaldent.com/blog/curetaje-dental-que-es-como-se-hace-y-cada-cuanto-tiempo/,,2026-02-13 07:20:56,false,true,false,false,false,false
numero piezas dentales,ES,Spain,Spanish,,"Thumbnail, People also ask, Video preview",300,0,0.07,1,0,15,https://www.vitaldent.com/blog/cual-es-la-numeracion-de-los-dientes/,,2026-02-17 23:50:55,false,true,false,false,false,false
me duelen las muelas,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask, Sitelinks",20,0,,1,0,8,https://www.vitaldent.com/blog/descubre-los-mejores-remedios-caseros-para-el-dolor-de-muelas/,,2025-12-29 16:04:55,false,true,false,false,false,false
trastorno de la atm,ES,Spain,Spanish,,"Thumbnail, People also ask",30,13,0.13,1,0,7,https://www.vitaldent.com/blog/sindrome-disfuncion-atm-que-es/,,2026-01-08 13:12:04,false,true,false,false,false,false
se me ha caido un diente,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask",20,0,,1,0,8,https://www.vitaldent.com/blog/diente-roto-existe-solucion/,,2026-01-06 23:37:32,false,true,false,false,false,false
curretaje,ES,Spain,Spanish,Curetaje (Work),"AI Overview, Video preview, Thumbnail, People also ask",20,0,,1,0,8,https://www.vitaldent.com/blog/curetaje-dental-que-es-como-se-hace-y-cada-cuanto-tiempo/,,2026-03-10 17:17:02,false,true,false,false,false,false
porque salen llagas en la lengua y como curarlas,ES,Spain,Spanish,,"AI Overview, Thumbnail, Video preview, People also ask, Sitelinks",200,0,0.03,1,0,1,https://www.vitaldent.com/blog/llagas-en-la-boca-por-que-se-producen-y-como-se-tratan/,AI Overview,2026-03-02 04:49:38,false,true,false,false,false,false
